Sentence	label
ಪ್ರಜಾಕೀಯ ಇದಕೆಲ್ಲ ಪರಿಹಾರ. ಹಾಗಂತ ನಾನು ಮೋದಿಯವರನ್ನ ವಿರೋಧಿಸಿ ಅಂತ ಹೇಳುತಿಲ್ಲ. ಮೊದಲಿಗೆ ಕರ್ನಾಟಕದಲ್ಲಿ ಪ್ರಜಾಕಿಯ ಸ್ಥಾಪಿಸಿ	Not-Hope
Super my fevaret  thanks thaku soo mucha  ee janpadh hashy hakedhke shambhu bhalligar avarege kote kote ondhanegallu pls inodhu nuchen malaya edhe alla adhan hakepa pls	Hope
Boycott tik tok	Not-Hope
It looks like rangitharanga-2	Not-Hope
Song full gicchi gili gili.....	Not-Hope
togari tippa supar	Hope
KGF 2   commentnASN      Like	Not-Hope
@Akki neo ನಾನು  ಎಲ್ಲಾ  3 ಚಿತ್ರಗಳನ್ನು  ನೋಡಿದೆ. ನನಗೆ ಇಷ್ಟ ಆಯ್ತು . In fact  it     nInspired  me to think creative. ಆದ್ರೆ  ಮೂವಿ ಗೆಲ್ಲಿಸೋಕೆ  ಕೆಲವರಿಂದಾನೆ ಸಾಧ್ಯ  ಇಲ್ವಲ್ಲ	Not-Hope
@funny videos  okay anna naale hogtini 🤣🤣🤣	Not-Hope
Video 18 min innu video upload maadi 12 min agide complete video nodade dislike madthirallo	Not-Hope
ಚಂದನ್ ಶೆಟ್ಟಿ ಟ್ರೊಲ್ ವಿಡಿಯೋ ನೀವು ನೋಡಿ ನೆಗಡ್ಡೆ ಇದ್ರೆ ನಾವ್ ಗ್ಯಾರಂಟಿ	Not-Hope
Super song	Hope
Rite.... Bt avara personal adu.. problems en aitu anta namge gotilla ...yake hudgi mele hig coments mododu brother??? Nam sis ge idu agidre?? Nav en madtidvi??  Aur problems avaru solve modkonda aitu naaav sumne ivele overthinking madta idivi ...	Not-Hope
Idu charitre srustiso avathaara	Hope
ಪಕ್ಕಾ correct ಆಗಿ ಹೇಳಿದಿರಿ  ಅಣ್ಣ	Not-Hope
Sir nivu news helida hage heltiri sir	Hope
@Mithun KUDLA well said bro	Not-Hope
@Troll Stupid Fans dagar yaru nin Amma na	Not-Hope
Kannada namma modala aadyathe aagirbeku	Hope
Nija heludre heege	Not-Hope
Nivu heliddu ondu ondu maathu  sathyanee	Hope
Sir nivu bhal chennag matadtiri.all d best ...	Hope
Rasmika ge urskadru sapport madi	Not-Hope
ಮೋದಿ ನೋಡಿ ಕಲಿಯಬೇಕು ಬರಿ ಬಾಯಿ ಮಾತಿನಲ್ಲಿ ಹೇಳಿ ಉಪಯೋಗ ಇಲ್ಲ ಚೀನಾ ತರ ಮಾಡಿ ತೋರಿಸು ಅವರು ರಫ್ತು ಮಾಡುವ  ಜಿಡಿಪಿ ನಮ್ಮ ಇಡೀ ದೇಶದಲ್ಲಿ ಇಲ್ಲ ಮೋದಿ ನಿನಗೆ ಮತ್ತು ನಿನ್ನ ಸಂಘಿಗಳಿಗೆ ಬರಿ ಹಿಂದು ಮತ್ತು ಮುಸ್ಲಿಂ ಅಂತ ಕೋಮುವಾದ ಮಾಡಿ ನಮ್ಮ ದೇಶವನ್ನು ಪಾತಲಕೆ ನೂಕಿದೆ	Not-Hope
Chindhi udayisidhya guru..... So I am happy.....	Not-Hope
ತುಂಬಾ ಚೆನ್ನಾಗಿದೆ.. ಹಿನ್ನೆಲೆ ಸಂಗೀತಕ್ಕೆ ಮಾರು ಹೋದೆ...	Hope
Agadre no 3 yaru	Not-Hope
Super super super	Hope
Eee song naa eeega nodthiroru like maadi	Not-Hope
Mutturaj Melageri nkanti	Not-Hope
ಚಂದನ್ ಶೆಟ್ಟಿ ಟ್ರೊಲ್ ವಿಡಿಯೋ ನೀವು ನೋಡಿ ನೆಗಡ್ಡೆ ಇದ್ರೆ ನಾವ್ ಗ್ಯಾರಂಟಿ	Not-Hope
Wait madappa ...	Not-Hope
ಶ್ರೀ ಶಂಕರ ಅಶ್ವಥ ಅವರ ಸ್ವಾಭಿಮಾನಿ ಜೀವನಕ್ಕೆ ನನ್ನ ನಮನಗಳು. ಅವರು ಬೆನ್ನಿನ ಆಪರೇಶನ್ ಆಗಿ ಎಡಗಾಲು ವೀಕ್ ಆಗಿದೆ ಆದರೂ ಛಲದಿಂದ ಕ್ಲಚ್ ಹಿಡಿದು ಕಾರನ್ನು ಓಡಿಸಿ ಜೀವನ ನಡೆಸುತ್ತಿದ್ದೇನೆ ಎಂದಾಗ ಕರುಳು ಚುರುಕ್ಕೆನ್ನುತ್ತೆ. ಯಾರಾದರೂ ಸಿನೆಮಾ ಸ್ಟಾರುಗಳಾಗಲೀ ಅಥವಾ ಯಾರಾದರೂ ಕೋಟ್ಯಾಧಿಪತಿಗಳಾಗಲೀ ಒಂದು ಅಟೋಮ್ಯಾಟಿಕ್ ಅಂದರೆ ಕ್ಲಚ್ ಇಲ್ಲದ  ಕಾರನ್ನು ದಾನವಾಗಿ ಕೊಟ್ಟರೆ ದೇವರು ದಾನಿಗಳಿಗೆ ಖಂಡಿತ ಒಳ್ಳೆಯದನ್ನು ಮಾಡುತ್ತಾನೆ.	Hope
hudugru hidgiraagodu talent	Hope
ನಮ್ಮ ಕನ್ನಡ ಇಂಡಸ್ಟ್ರಿ ಯಾಕೆ ನಮ್ಮ ಕಲಾವಿದರನ್ನ ಕೈ ಬಿಡ್ತಿರಾ..	Hope
Hollay hrudhayawantha Ashwath sir hawra maganigey heee sthithi noowu	Not-Hope
Tik tok shata	Not-Hope
Masthmaga na duplicate madbitaru Amar sir	Not-Hope
ಟ್ರೈಲರ್ ನೋಡಿ ಮೈಯೆಲ್ಲ ರೋಮಾಂಚನವಾಯಿತು! ಪ್ರಜ್ವಲ್ ದೇವರಾಜ್	Hope
100 day's fix	Not-Hope
#Shanvi_Srivatsava  #Rakshit_Shetty best pari forever   #Rashmika_Mandanna	Not-Hope
Ivrella nijvaglu nam Indian anta ansutte anna yappa istu himse kodtidru tiktok antidaralla yappa nijvaglu ivnella nijvaglu aaisbeku	Not-Hope
Yar guru neenu awesome	Hope
ಲವ್ ಯು ಬಾಸ್  ಸೂಪರ್	Hope
Namma galli goo bandiddru ashwatthama	Not-Hope
Dislike ಮಾಡೋ ಮೂರ್ಖರ ಬುದ್ದಿಗೆ ಶ್ರದ್ಧಾಂಜಲಿ.	Not-Hope
Istu helidru innu tik tok ge support madoru manushyare alla nArta madkoli pls pls	Not-Hope
Jai appu boss	Not-Hope
Namma hagu kelavara aase nija aytu. Tik tok	Not-Hope
Making super 🤩	Not-Hope
Shivu rajkumarnPunith rajkumarnRaghavendra rajkumarnAvvr ge chance kodda beku...pappa	Not-Hope
Anna sariyag matadidhiraa🤣......	Not-Hope
@sharath sharu nin ammun tullge nan tunne sigaka berke sule magne	Not-Hope
Avalige chapalige odiri	Hope
Tik tok badebagan   tiktok henda  maklu  uta hodala	Not-Hope
Namma janagalige taste illa avrige fighting	Not-Hope
sir nim left kaalu samasye  iruvudu  rinda neevu automatic gear iro gaadi odusbodu Alva sir nimage tumba help agute	Hope
Yaro guru ninu super	Not-Hope
Devaru nimmanna nimma kutumbavanna.chennagi idali..we at cab driver	Hope
ಸೂಪರ್ ಆಗಿ ಹೇಳ್ದೆ ಗುರು	Hope
D.boss kade inda dodda wel come madtivi	Not-Hope
Amazing  song gudluk to alla team ..super vp sir	Not-Hope
ಕೆಲಸ ಬೇಕಾnCall to 8546903696	Not-Hope
Anna aswathama ge kannada barutta	Not-Hope
Takathidre kariya thara movie madli	Not-Hope
ವಿಜಯ್ ಪ್ರಕಾಶ್ ಅವರಿಗೆ ಈ ಸಾಂಗ್ match ಆಗ್ತಿಲ್ಲ but music is good	Not-Hope
ಸೂಪರ್ ಸಾಂಗ್ ರಕ್ಷಿತ್ ಶೆಟ್ಟಿ ಸರ್ nನಮ್ಮ ಉಡುಪಿ ಜಿಲ್ಲೆಯ ಹೆಮ್ಮೆ	Not-Hope
ದಯವಿಟ್ಟು ನನ್ನ ಸಂದೇಶ ನೋಡ್ತಾ ಇರೋ ಎಲ್ಲಾ ಸಾಹಿತ್ಯ ಬರಹಗಾರರಿಗೆ ದೊಡ್ಡ ವಿನಂತಿ.. ಸಾಹಿತ್ಯನ ಅಚ್ಚ ಕನ್ನಡದಲ್ಲಿ ಬರೆಯಿರಿ ಇದೆ ಥರಾ ದಯವಿಟ್ಟು	Hope
Instagram bya agithi ana	Not-Hope
ನನ್ನ ಮನೆಗೆ ಬಂದಿದ್ದ full party ಮಾಡಿದ್ವಿ ಇದನ್ನು update ಮಾಡಿ brother	Not-Hope
super anna super creative kannadiga	Hope
Guru kiccha matte puneet matte Shivanna boss anta yaaru annala guru	Not-Hope
En helde guru..... Super agi helde....... #RIP Tiktok	Not-Hope
ಇವ್ನಿಗೆ sensorನಲ್ಲಿ UA certificate ಸಿಕ್ಕಿತು ಅದಕ್ಕೆ ಈಗ everybody HANDS UP	Not-Hope
@ಜೈ ಭಜರಂಗಿ##ವಿಶ್ವ avaru..dronara maga..	Not-Hope
Doctor Avrige avana bahse hege gottu.	Not-Hope
ಚಂದನ್ ಶೆಟ್ಟಿ ಟ್ರೊಲ್ ವಿಡಿಯೋ ನೀವು ನೋಡಿ ನೆಗಡ್ಡೆ ಇದ್ರೆ ನಾವ್ ಗ್ಯಾರಂಟಿ	Not-Hope
Osm vedio anna	Not-Hope
Mast aitu tik tok ban maadi evella odo du bare yodu bittu bari tirpe shoki maadi nandu istu talent ankotir wa yalla dabba nan maklige Sari yaagi paata kalisi dange aitu. Study bage awrige Care idde iddilla iga nodona yestu awar talent anta. Taawe tik tok maadi tammanne brilliant anta tilkoluwara Talente	Not-Hope
MANJUNATH HM bobby ಸರ್ ಇದು ಉತ್ತರ ಕರ್ನಾಟಕದ ಭಾಗದಲ್ಲಿ ನಡೆದ ನೈಜ ಘಟನೆ ಆಧಾರಿತ ಕಥೆ	Hope
ಶೆಟ್ರೇ ಸಿಗ್ನೇಚರ್ ಸ್ಟೆಪ್ .....ಮ್ಯಾಜಿಕಲ್ ಕಂಪೋಸ್ ಮತ್ತೊಮ್ಮೆ ...ಅಜನೀಶ್ ಲೋಕನಾಥ್............ ಮಾಸ್ ಎಲಿಮೆಂಟಿನಾ ಈ ಹಾಡು ಬಹಳ ತುಂಬಾ ದಿನದ ಮೇಲೇ ಮತ್ತೆ ಮತ್ತೆ ಹಾಕಿ ಕೇಳಿದೆ........... ಹಾಡಿನಲ್ಲಿರುವ ಸಾಹಿತ್ಯದಂತೆ ಅವನೆ ಶ್ರೀಮನ್ನಾರಯಣ ಚರಿತ್ರೆ ಸೃಷ್ಟಿಸುವ ಅವತಾರವಾಗಲಿ	Hope
@Vinay Vn nim akkan keytini bosdi magna nim avvagu hadteni	Not-Hope
@TROLL MONSTER_KANNADA sak nilsu guru nim amma dagar anta oorgella gottu adunna ee tara helada	Not-Hope
ಯುದ್ಧ ಮಾಡಬೇಕು ಓದಬಾರದುnಕಟುಕರ ಮುಂದೆ ಭಗವದ್ಗೀತೆ.... nnಇದು ಚರಿತ್ರೆ ಸೃಷ್ಟಿಸೋ ಅವತಾರ ರಕ್ಷಿತ್ ಅವರದ್ದು...	Hope
ಸೂಪರ್ ಅಣ್ಣ ನೀಟಾಗಿ ಅರ್ಥ ಆಗೋ ಹಾಗೆ ಹೇಳಿದಿಯ  ಈ ಶಡೇಗಳು ಅರ್ಥ ಮಾಡ್ಕೋಬೇಕು	Hope
@Nandi Parthasarathi ನೀನು ನಂಗ್ ಏನಾದ್ರು ಹುಟ್ಟಿದ್ಯ	Not-Hope
Sari korona bandare adana guna padisikolalu amount hestu karchu aguthe adu yavayavadake antha solpa maithi kodthira please	Hope
ಮೋದಿ ಇನ್ನು ಹತ್ತು ವರ್ಷ ಪ್ರಧಾನಿಯಾದರೆ ಖಂಡಿತ  ಚೀನಾಗಿಂತ  ಮೊದಲು ನಮ್ಮ ಭಾರತ ಇರುತ್ತೆ ಸರ್	Not-Hope
@vinoddevadiga Jogimane now staying in Bengaluru	Not-Hope
Gali Matin Bazaru Sudi Saride Sumaru... Adu yen Andre...!nIDU CHARITRE SRUSTISO AVATARnVijay Prakash voice nice.	Not-Hope
One like for music	Not-Hope
@sumya kulkarni ಭ್ರಷ್ಟಾಚಾರ ಹೋಗೋದು ಕಠಿಣ ಕಾನೂನುಗಳಿಂದ.......ಅದಕ್ಕೆ ರಾಜಕೀಯ ಇಚ್ಚಾಶಕ್ತಿ ಬೇಕು.... ಈ ಕಳ್ಳ ಕಾಂಗ್ರೆಸ್ ನಮ್ಮ ದೇಶವನ್ನು ಹಾಳು ಮಾಡ್ತು	Not-Hope
@Basvaraj Swamy BASVA Seamy to	Not-Hope
Cindi song repeat mode unlimited	Hope
ಬೆಳೆಗ್ಗೆಯಿಂದ ಕೆಳ್ತಾ ಇದಿನಿ ಅದ್ರೂನು ಕೆಳ್ತಾನೆ ಇರ್ಬೆಕು   ಅನ್ಸುತ್ತೆ.....n	Not-Hope
Osm bro 🤣🤣🤣tiktok shok madutidru avayalla 🤣🤣🤣🤣🤣	Not-Hope
Pls trailer relonch madi ..bere chanel alli ..subscriber kadime ide e chanel alli...	Not-Hope
Namma Rajyada young entrepreneur ge support maadi.	Hope
@Vinay Vn ತೆಲುಗು ಜೆಂಟಲ್ ಮ್ಯಾನ್ ಟ್ರೇಲರ್ ನೋಡ್ದೆ.ಆದ್ರೆ ಅದಕ್ಕೂ ಇದಕ್ಕೂ ಯಾವ್ದೇ ಸಿಮಿಲಾರಿಟೀಸ್ ಇಲ್ವಲ್ಲಾ 🤔🤔	Not-Hope
sum sumne andre🤔	Not-Hope
@Creative Kannadiga  le gubald atte Alla magalaganda andangaitu	Not-Hope
ಇದು ನಿಜಾವಾಗಿಯೂ ಚರಿತ್ರೆ ಸೃಷ್ಟಿಸೋ ಅವತಾರ	Hope
ಶೆಟ್ಟಿಗಳು ಎಲ್ಲಾ ಈತರ ಕಥೆ ತೆಗಿಯೋದು ಮುಖ್ಯವಲ್ಲ ಕಮರ್ಷಿಯಲ್ ಸಿನಿಮಾ ಮಾಡಿ ತೋರಿಸಿ	Hope
FULL BENKI VIDEO	Hope
Super bro. Im happy	Not-Hope
ಅಣ್ಣಾ ಏನು ಸೂಪರಾಗಿ ಹೇಳಿದ್ದೀರಿ ಇದು ಕನ್ನಡಿಗರು ಅಂದ್ರೆ ಟಿಕ್ ಟಾಕ್ ನಮ್ಮ ದೇಶದಿಂದ  ಕಳಚಿಕೊಂಡು ಹೋದರೆ ಸಾಕು  ಅವಾಗ ಚೀನಾಕ್ಕೆ ಬುದ್ದಿ ಬರೋದು ಟಿಕ್ ಟಾಕ್ ಮಾಡುವರಿಗೆ ಬುದ್ದಿ ಕಲಿಸಬೇಕು	Hope
KEERTHAN KUMAR ಅದು ಒಂದ್ ಪದ ಬಿಟ್ಟು ನೋಡು	Not-Hope
ಯಾರು ದೊಡ್ಡ ಮಟ್ಟದಲ್ಲಿ ಬೆಳೆಯುತ್ತಾರೆ ಅವರನ್ನು ಪಕ್ಷಕ್ಕೆ ಸೇರುವಂತೆ ಒತ್ತಾಯ ಮಾಡುದು ಪಕ್ಷಕ್ಕೆ ಸೇರದಿದ್ದರೆ ಐಟಿ ಇಡೀ ರೈಡ್ ಮಾಡಿಸುದು ಅವರಿಗೆ ಬೇರೆ ದಾರಿ ತೋಚದೆ ಆತ್ಮಹತ್ಯೆ ಮಾಡುದು	Not-Hope
ನಿಮ್ಮ ಚಿತ್ರಕ್ಕೆ ಶುಭವಾಗಲಿ n ನಿಮ್ಮ ಕನ್ನಡಿಗ.	Hope
ನನ್ನ ಬಂದುಗಳೆ ಒಂದನ್ನು ನಾವು ತಿಳಿಲೇಬೇಕಾದ ಅವಶ್ಯಕತೆ ಇದೆ ಅದು ಏನಂದ್ರೆ ಮೊದಲಿಗೆ ಮನುಷ್ಯನಲ್ಲಿ ಅಥವಾ ಸಮುದಾಯದಲ್ಲಿ ಅಥವಾ ಒಂದು ದೇಶಕ್ಕೆ ನಾನು ದೊಡ್ಡವನು ಎಂಬ ಭಾವನೆ ಬಂದುಬಿಟ್ಟರೆ ಅದು ಕೇವಲ 200 ಅಥವಾ 300 ವರ್ಷಗಳಲ್ಲಿ ತನ್ನ ಸರ್ವನಾಶ ಮಾಡಿಕೊಂಡು ಬಿಡುತ್ತೆ. ಯಾಕೆ ಅಂದ್ರೆ ನೀವು ಇತಿಹಾಸ ನೋಡಿದಾಗ  ಮನುಷ್ಯನಲ್ಲಿ ಒಂದು ಆಸೆ ಬರೋದು ಸಹಜ ನಾನು ಎಲ್ಲರಿಗಿಂತ ದೊಡ್ಡವನಾಗಿ ಇರಬೇಕು ಬೇರೆಯವರಿಗಿಂತ ಎತ್ತರಕ್ಕೆ ಬೇಳಿಬೇಕು ಎಂದು ಇದೆ ಭಾವನೆ 1200 ವರ್ಷಗಳ ಹಿಂದೆ ಅರಬ್ ದೇಶದ ಮುಸ್ಲೀಂ ಧರ್ಮದ ಜನರಲ್ಲಿ ಬಂದು ಅಂದಿನ ಹಿಂದೂಗಳ ದೇಶವಾದಂತ ಭಾರತ	Hope
Wow  Super agi helidira sir	Hope
Super  guru 🥰	Not-Hope
Super bro.. Keeping doing like this.... Do more ...trollers.. Jai  trollers. I like trollers	Not-Hope
Supperb broo... Sakathagi helidira	Not-Hope
Vijay Prakash sakkath Voice	Not-Hope
@#win 12  sir dia movie super..rumba feel aythu sir.movie nodi.yake entahaha  movie nodi naam janane  belstila..	Hope
Sakath guru....  Avan amman innu rost madri broooo nAvarella nam INDIA  dalle erbardu hag rost madri..  Guru	Not-Hope
Boss nivu Rashmi kinta jasthi belibeku	Hope
Super sir	Not-Hope
ಈ ಸಾಂಗ್ ಚನ್ನಾಗಿದೇ	Not-Hope
I like good job	Not-Hope
@Pradip AR idhu remake all i am editor	Not-Hope
E story kelidre yent dukha kuda maribahudu very nice story	Hope
ಒಂದು ಇಂಗ್ಲೀಷ್ ಪದ ಬಳಸದೆ ಈ ಹಾಡು ಬರೆದಿರುವ ಕಲಾವಿದನಿಗೆ ಒಂದು ಲೈಕ್ ಕೊಡಿ... ಸ್ನೇಹಿತರೇ!!	Hope
@Troll Stupid Fans halkat sulemagne nin Amman thullu sulemagne gaandu nayi sulemakla d boss bagge matadidre sulemagne Ninnamman keythini ashte nayi rande soole maga Nim Amman kalisu keythini soole rande magne	Not-Hope
ಅವನೆ ಶ್ರೀಮಾನ್ ನಾರಾಯಣ 300 ಕೋಟಿ ಅರಾಮಾಗಿ ಮಾಡುತ್ತೆ ಅನ್ನುವವರು ಲೈಕ್ ಮಾಡಿ	Not-Hope
ಕನ್ನಡದಲ್ಲೇ ಹೊಸ ಅಲೆಯನ್ನ ಎಬ್ಬಿಸ್ಸೋ  ಅವತಾರ ಅದುವೇ ಅವನೇ ಶ್ರೀ ಮನ್ನಾರಾಯಣ All The Best ಅವನೇ  ಶ್ರೀ ಮನ್ನಾರಾಯಣ Best Wishes ಅಖಿಲ ಕರ್ನಾಟಕ ರಾಕಿಂಗ್ ಸ್ಟಾರ್ ಯಶ್ ಅಭಿಮಾನಿಗಳ ಸಂಘ	Not-Hope
Ottinalli navu uddara	Hope
10 dubbing movie barudakkintha 1 e thara movie bandare sakku.	Not-Hope
ಈ ಹಾಡನ್ನು ಹಾಡಿದ ವಿಜಯ ಪ್ರಕಾಶ voice ಯಾರಿಗೆಲ್ಲಾ ಇಷ್ಟವಾಗಿದೆ ಲೈಕ್ ಮಾಡಿಗಾಳಿ ಮಾತಿನ ಬಜಾರು ಸುದ್ದಿ ಸಾರಿದೆ..........@@@@	Hope
@Darshan Jain 🤣🤣🤣🤣🤣🤣🤣🤟🤟🤘🤘gottu bidu maga ningu avna bagge sumne yake bildup	Not-Hope
Thanks for likes	Not-Hope
ರಶ್ಮಿಕಾ ಮದನ ಡಗಾರ್	Hope
Haha. Nin movie nodilla. 🤣🤣🤣	Not-Hope
ಟ್ರೈಲರ್ ತುಂಬ ಚೆನ್ನಾಗಿದೆ ನಿಮ್ಮ ಚಿತ್ರ ಒಳ್ಳೆ ಯಶಸ್ವಿ ಆಗ್ಲಿ	Not-Hope
@naveen v  looo thikamuchkondu hogi nim BALEGARA SUDEEP HELU BARI KANNADA MOVEI THEGIYOKKE MANGDHULLE	Not-Hope
Nivella aa Udyonmukhi Rajakarani kadeyavara	Not-Hope
@Manjunath shetty next month bengluru barta idini sigona ...bro....	Not-Hope
ಇಪ್ಪತೈದು ವರ್ಷಗಳ ಹಿಂದೆ ಕೇಳಿದ್ದು ಮತ್ತೆ ಕೇಳಿದಾಗ ತುಂಬಾ ಸಂತೋಷ ವಾಯಿತು	Hope
Adhakalva janarige dharsan fav..avn adhe tharadh movie madudh	Not-Hope
ಕನ್ನಡ ನಾಡಿನ ಹೆಮ್ಮೆಯ ಚಿತ್ರ	Hope
Sorry sir nim yella video nan nodidini yeno manku badidu nodona hantha download madidde e video nodi delete madidini sir thanks	Not-Hope
@Ajaya shetty no no pailwan 2000 days in mars	Not-Hope
Idu charitre baryuva..Narayana..	Hope
Nagarjuna avaru lyrics bardirodhu!!	Hope
Idu chatire srushtiso avatara	Hope
Bere level aagi ede..appata kannada haadu...	Hope
Jaa Dhinchak Pooja ki songs dekh Bollywoodiya	Not-Hope
Game name henu bro	Not-Hope
ಗುರು ನಿನ್ ಮೊದಲು ಪಬ್ಜಿ ಡಿಲೀಟ್ ಮಾಡು ಆಮೇಲೆ ಬೇರೆಯವರಿಗೆ ಹೇಳು.	Not-Hope
Dislikers bayalli shegani Ida....🤫	Not-Hope
@sumya kulkarni ನೀವು ಬ್ರಾಹ್ಮಣರಾಗಿ intercast marriage agoke dairya idena ? Never.	Not-Hope
sory sir teatarali film nodlike agilla tumba bejaride	Not-Hope
Kalaburgi and Bidar jille janaru like maadi	Not-Hope
Namma deshanu china thara aitu andre  badatanane erala sir..	Not-Hope
@Creative Kannadiga ok bro	Not-Hope
@AJITH S SHETTY nanu karthik shetty manglurininda	Not-Hope
Daily ondhsalanadru ee song na kele kelthivi annovru Attendence haki	Not-Hope
ಇಂತಹ ಒಳ್ಳೆಯ ಕನ್ನಡ ಸಿನಿಮಾಗಳನ್ನ ಬೆಳೆಸೋಣ	Hope
Super song bro	Hope
One time ge songe artha agolla. . Pakka bt kelbeku ennond sari ansatte. . .	Not-Hope
Chikki chikki chikkappa nidde indda bega helappa pade pade kelbeku tumbha tumbha tacing padgalu adu sang agiddre innu kushipadtide I love jental man movi	Not-Hope
Anna nevu super	Hope
Nimma customer reactionna video maadi youtube channel open maadi upload madi sir	Not-Hope
Super Amar prasad sir	Not-Hope
ಅ ಬಿಂದು ಲವಡಗೆ modalu ತಿಕ್ಕ odibeku ಗುರು.....	Not-Hope
Super sar song	Not-Hope
Idu charitre shrutiso avataran#ASN	Hope
ತುಂಬಾ ಅದ್ಭುತ ಕತೆ	Not-Hope
Oohegu meerida saahasa	Hope
ಬೆಂಕಿ ಜಕಾಸ್ ಇನ್ನೂ ಹೆಚ್ಚಿನ ದಾಗಿ ರೋಸ್ಟ್ ಮಾಡಿ	Not-Hope
*ಇದು ಚರಿತ್ರೆ ಸೃಷ್ಠಿಸೂ ಅವತಾರ ನೋಡಿ ಅವನೇ ಶ್ರೀಮಾನ್ ನಾರಾಯಣ*	Hope
Anna song Super agi helidira sakath agi ide songdabbaaaaa Tiktok	Hope
ನಂಬಲಾದ ವಿಸ್ಮಯ ಸಂಗತಿಗಳು ಅದೆಷ್ಟು ಇವೆ ನಂಬಲು ಆಗದೆ ಇದ್ದರು ಸತ್ಯವೇ ಆಗಿರುತ್ತವೆ	Not-Hope
Instagram ali share madi avlna tag madi e math helu bro	Not-Hope
ದಯವಿಟ್ಟು ಬಿಡುಗಡೆ ದಿನಾಂಕವನ್ನು ಹೇಳಿ	Not-Hope
ಆಯ್ಯ್ಯೋ...... ಈ ಹಾಡು ಹುಚ್ಚು ಹಿಡಿಸುತ್ತಿದೆ. ದಯವಿಟ್ಟು ಸಹಕರಿಸಿ ಗೆಳೆಯರೇ . ನಮ್ಮ industry  ಫುಲ್ ಬೆಳಿತಿದೆ. ನಾನು & ನನ್ನ frnds waitng for diz movie🤗🤗	Hope
Super guru song	Hope
Super brother nev heledu estondu visaya ede anta gotedella super nem fan bro nan	Hope
Hai guru you tube nalli hest hesto video nodidde adre Nim thara yaru rost madilla.supero super ede thara video madtha eri..	Hope
Pakka kannadigana Movie super	Hope
ತೊಗರಿ ತಿಪ್ಪ  ಸ್ಟೋರಿ ಸೂಪರ್	Hope
Hindi illa Andre 300 crore agodu dream ashte	Not-Hope
ಪ್ರಜ್ವಲ್ ದೇವರಾಜ್ ಈ ಸಿನಿಮಾ ನಿನ್ನ ಜೀವನದ ಅತ್ಯದ್ಭುತ ಚಿತ್ರ ಗಳಲ್ಲಿ ಒಂದು ಆಗುತ್ತೆ ಮುಂದೆ ಒಳ್ಳೆ ಕಥೆ ಗಳೂ ಮಾಡು	Hope
Sir ond compeny yalli kelsa madidra gov employes labor officer bookmadkond laber ge 5000 salry kotre employe mane  est kasta alva. yava gov sarilla sir nav egga comment madkondu saibeku aste	Hope
Guru e game name en guru.... Masth eede game	Not-Hope
Matte film ge banni sir	Not-Hope
Egina youth's ge spoorthy sir nivu Devaru nimge ayyasu aarogya channagi kodli	Not-Hope
ಚಂದನ್ ಶೆಟ್ಟಿ ಟ್ರೊಲ್ ವಿಡಿಯೋ ನೀವು ನೋಡಿ ನೆಗಡ್ಡೆ ಇದ್ರೆ ನಾವ್ ಗ್ಯಾರಂಟಿ	Not-Hope
Please darshan fans dislike madbedi nim Hero ne great but please Ee movie ge dislike madbedi	Not-Hope
super bro	Hope
ಅಪ್ಪು ಅಭಿಮಾನಿಗಳು ಲೈಕ್.. ಮಾಡ್ರೋ 🤗	Not-Hope
Rakshit shetty Future superstar annoru Like madi	Hope
Bro sorry ond matu nang eetara troll madodu ella ishta agtirlilla first time nimm videos nodi sakkath kushiaytu nd ur video really give a good msg	Not-Hope
Amazon prime music ali ide.	Not-Hope
I love song I'll supppppr	Not-Hope
ಕನ್ನಡ ಸಿನಿಮಾ ರಂಗದ ಸುವರ್ಣಯುಗ ಈ ಕಾಲ ಎಂದರೆ ತಪ್ಪಾಗಲಾರದು.nಅದ್ಬುತ ದುಷ್ಯಕವ್ಯ ಈ ಸಿನಿಮಾಗಳು.nGolden time for Kannada film industrynMungaru Male	Hope
