,Sentence,label
5085,ನಾವು ಚಿಕ್ಕರಿದ್ದಾಗ ತೊಗರಿ ತಿಪ್ಪನ ಕತೆಯ ಕ್ಯಾಸಟ್ ಹಾಕಿ ಕೇಳಿ ಬಿದ್ದು ಬಿದ್ದು ನಗುತ್ತಿದ್ದೆವೆ. ಅದೇ ಕತೆಯನ್ನು ಈಗ ಕೇಳಿ‌ದರೆ ಮತ್ತೆ ಮತ್ತೆ ಅದೇ ನಗು...nಈ ಕತೆಯನ್ನು ನಮ್ಮ ಉತ್ರರ ಕರ್ನಾಟಕದ ಗಂಡು ಭಾಷೆಯಲ್ಲಿ ಅತ್ಯುತ್ತಮ ಹಾಸ್ಯ ಚಟಾಕಿಗಳೋಂದಿಗೆ ಹೇಳಿದ ಡಾ|| ಶಂಭು ಬಳಿಗಾರ ಅವರ ಈ ಕಾರ್ಯ ಅತಿ ಶ್ಲಾಘನೀಯ. ಇಂತ ಕತೆಗಳು ಕನ್ನಡದಲ್ಲಿ ಹರಿದು ಬರಲಿ...nಇಂತ ಜಾನಪದ ಹಾಸ್ಯ ಚಟಾಕಿ ಹೇಳಿದ ಡಾ|| ಶಂಭು ಬಳಿಗಾರ ಇವರಿಗೆ ಒಂದು ದೊಡ್ಡ ನಮಸ್ಕಾರ......,Hope
2444,ಮುಚ್ಚಲೇ..... ಆ ತುಲುಗು ನವರಿಗೆ ಹುಟ್ಟಿರೋರ್ ಥರ ಯಾವಾಗಲೂ ಸೌಂದರ್ಯ ಸೊಬಗುಲಿ ಅವರದ್ದೆ ಹಾಕಿರುತ್ತಾರೆ..... ರಾಜ್ ಕಮಲ್ ಒಂದ್ರಲ್ಲೆ ಕನ್ನಡ ಹಾಕೋದು....,Not-Hope
3941,Thukaram gud luck,Not-Hope
6411,Pruthvi avre nim acting Super,Not-Hope
3833,ಅಣ್ಣಾ ಚೆನ್ನಾಗಿ ಉಗಿತಿರಾ,Not-Hope
6153,Yen bro nivu supper nim fan agbitte,Hope
5211,@Ŕävîñđŕå_02_GøWđřú ಏನ ನಿಂದು ಮುಕುಳ್ಯ,Not-Hope
5516,Super Sir,Hope
3635,@sujith naik tale mel hodiyoda ond kudlunu kithkollok agalla,Not-Hope
4196,ಸರ್ ನಿಮ್ಮಂತಹ ವ್ಯಕ್ತಿತ್ವದ ಜೀವನಕ್ಕೆ ನನ್ನ ಶರಣು-ಶರಣಾರ್ಥಿಗಳು! ಆ ಸೃಷ್ಟಿಕರ್ತನ ಅನುಗ್ರಹ ಸದಾ ನಿಮಗಿರಲಿ ಎಂದು ಹಾರೈಸುವೆ,Hope
3117,Bindu lowda hidko ba nan lowda,Not-Hope
5934,Wow prajwal looks is awesom  ಈ ಮೂವೀ ಆದ್ರೂ ಹಿಟ್ ಆಗ್ಲಿ ಕನಪ್ಪ ದೇವ್ರೇ,Hope
2103,I lv u sir,Not-Hope
1354,ಈ ಹಾಡು ರಶ್ಮಿಕ ಮಂಗಣ್ಣನವರಿಗೆ ಅರ್ಪಣೆ 🤗,Not-Hope
3620,@abhi k patil yes.... ASN,Not-Hope
2424,Wow Super sang,Not-Hope
3118,Enu helede guru baidaru kuda paragilla good thingking,Not-Hope
5570,Tag it to bindu lowda.... Avalammana thikana kheya,Not-Hope
6158,Nivu. Helodu sari china app ban agalebeku,Hope
6842,Chutiyaa Ganesh gintaa olle movie irutthe bidu guru idu. Ganesh ge olle swamake maadoke helu modlu,Not-Hope
334,Idu remake alla kanappa,Not-Hope
5260,@Venu ahgbowdu.,Hope
5695,I am feeling like,Not-Hope
1476,Saku thika muchu shoki nan magne,Not-Hope
3535,Yavado yavado hakithira realu videos madi haki elwa edana neja agedre proove madi News Ali haki,Not-Hope
2250,All the best...... ಅವನೇ ಶ್ರೀಮನ್ನಾರಾಯಣ ..ಟೀಮ್......ರಕ್ಷಿತ್ ಶೆಟ್ಟಿ ಸರ್......frm ಯಶ್ ಬಾಸ್ fan,Not-Hope
6216,Good msg man,Not-Hope
179,Nonsense's who all r dislike dis video....,Not-Hope
5698,Super  song,Not-Hope
7204,ಈ ಹಾಡು ಒಂಥರಾslow poison ಇದ್ದ ಹಾಗೆ,Hope
7069,Super guru nenu,Hope
5589,ಭಾರತದ ಮೊದಲ ಪ್ರಮುಖ ಪಿಡುಗು ಭ್ರಷ್ಟಾಚಾರ ಭಾರತದಲ್ಲಿ ಭ್ರಷ್ಟಚಾರ ಯಾವಾಗ ನಿರ್ಮೂಲನೆಯಾಗುತ್ತದೆ ಅವಾಗ ಮಾತ್ರ ಭಾರತ ಪ್ರಪಂಚದ ಶಕ್ತಿಶಾಲಿ ಸೂಪರ್ ಪವರ್ ರಾಷ್ಟ್ರವಾಗಿ ರೂಪುಗೊಳ್ಳುತ್ತದೆ,Hope
5664,China dali no donation large money all filled communist govt nnBut not India all in donation,Not-Hope
5478,Bindhu gowda ge sariagi madidera,Not-Hope
373,Sir Karnataka outside promotion ಚನ್ನಾಗಿ ಮಾಡಿ,Hope
4676,@KGF Adda boss,Not-Hope
2469,Bgm super ide ಶೆಟ್ರೇ,Not-Hope
2256,Sakat  agide song music,Not-Hope
3980,@Sujan Tejashands up ande kai ettu annadukka agutta,Hope
5789,Bipin Chettejana Rama Rama Tusu Daksha Vrutha Jaripa.,Hope
3654,I feel sandalwood have not lost shankarnag after seeing RS2,Not-Hope
5391,ಸುಪರ್ ಅವನೆ ಶ್ರೀಮನ ನಾರಾಯಣ,Hope
3564,Anna adu real story,Not-Hope
5432,Yellaru nKGF nOdeya nalli busy eddare nAllobba #trending 1 nalli busy edda nnn#Avane sriman narayana,Not-Hope
6903,Step Super bossu,Hope
1823,Nam mane gu bandida,Not-Hope
583,ಎಲ್ಲಾ  ಡಿ ಬಾಸ್ ಅಭಿಮಾನಿಗಳು  ಪ್ರಜ್ವಲ್ ನ ಈ ಸಿನಿಮಾ ನೋಡಿ ಆರೈಸಿ ಪ್ರಜ್ವಲ್ ನ ಈ ಸಿನಿಮಾ ದಾಖಲೆ ಗಳ ಸಿನಿಮಾ  ಸಾಲಿನಲ್ಲಿ  ಸೆರಲಿ,Hope
5129,tuogeri tippa super,Hope
6265,Tik tok premigalu satthru,Not-Hope
1245,Guru mast agi helidira,Not-Hope
3759,ಹಾಡು ಚೆನಗಿ ಹೇಳುತೀರಾ,Not-Hope
4825,Slow poisoning song,Not-Hope
3820,Super song bro,Hope
7372,ಅಶ್ವತ್ಥಾಮ ಚಿರಂಜೀವಿ ಅವನು ಇನ್ನೂ ಬದುಕಿದ್ದಾನೆ ಇದು ಸತ್ಯ,Hope
6179,Tik tok beku anthideralla kelobbru nim antha thale edukaru bere yaru ella namma arthikathe nela kachhisida country ge nimma support alva nijvada shathrugalu avr alla nam ollgadey ero nivu...,Not-Hope
7564,Pakka mas Nam kannada movie,Not-Hope
6438,Pmt andre yavdu?,Not-Hope
3922,Idu nijvaaglu cinema na illa sum sumne naa ? 🤔,Not-Hope
2273,ರಿಷಬ್ ಶೆಟ್ಟಿನಾ ನೊಡಿದ್ರ,Hope
1850,Pandavaru mamsa tinthidra,Not-Hope
800,@*V C R* guru edunna modlu bale fansge helu avru start madidare nau end madthivi,Not-Hope
3362,Indian filmsnBefore ASNnafter ASN,Not-Hope
43,Super sir baigla sir,Not-Hope
757,DAGAR IN BAR nAFTER RAKSHIT  HITnn,Not-Hope
6074,Bro ನೀವು ಯಾವ ಗೇಮ್  ಅಡ್ತ ಇರೋದು,Not-Hope
5232,@Nandi Parthasarathi ನಿಮ್ಮ ಅಮ್ಮನ್  ಕಳುಸ್ತೀಯ,Not-Hope
685,Super togare teppa,Not-Hope
344,@d boss mania Kaili aagde iro shandru mai paruchkotave nnadak naav tale kedskolalla nndagar na nam karnataka dalle yavangu gottilla inna other state,Not-Hope
3856,Olle kelsa madudru ban madi......  2020 li idonde gudnews,Hope
1730,ರಾಜಕಾರಣಿ ಗಳಿಂದ ನಮ್ಮ ದೇಶ ಹಾಳಾಗಿದೆ Brother...,Not-Hope
5130,ತೊಗರಿ  ತಿಪ್ಪ  ಸುಪರ್  ಕಾಮಿಡಿ,Hope
5251,@JustAn Opinion ninu Tika mucchu...Evattu Kannada industry Andhre idii India ge gottirodhu DR RAJKUMAR..,Not-Hope
4921,ಚಂದನ್ ಶೆಟ್ಟಿ ಟ್ರೊಲ್ ವಿಡಿಯೋ ನೀವು ನೋಡಿ ನೆಗಡ್ಡೆ ಇದ್ರೆ ನಾವ್ ಗ್ಯಾರಂಟಿ,Not-Hope
592,ರಾಕಿಂಗ್ ಸ್ಟಾರ್ ಯಶ್ ಅಭಿಮಾನಿಗಳ ಕಡೆ ಇಂದ...... Best wishes🤗,Not-Hope
1838,Uttara pradeshada lakkinpura dalli shiva pooje madtidda,Not-Hope
366,@MADHU S B ಪಕ್ಕಾ ಹೇಳ್ದೆ ಗುರು.... ಈ ಗೂಬಾಡ್ ನನ್ಮಕ್ಳು,Not-Hope
5836,Super movie,Not-Hope
4280,ಸೂಪರ್ ಹಿಟ್ ಕಾಮಿಡಿ,Not-Hope
6869,ಸಾಂಗ್ ಸೂಪರ್ nಮ್ಯೂಸಿಕ್,Not-Hope
2118,ಇದೆಲ್ಲ ಪಬ್ಲಿಸಿಟಿ stunt ಇವ್ರ ಅಪ್ಪ ಮಾಡಿದ್ ದುಡ್ಡೇಲ್ಲ ಚಿಂದಿ ಉಡಾಯ್ಸಿ ಇವಾಗ ಕಳ್ಳ ಕಣ್ಣೀರ್ ಹಾಕ್ತಾವ್ನೆ,Not-Hope
4213,Shankar sir moulyayutha nudigalu,Not-Hope
2159,Sir nim account num kodi sir,Not-Hope
1576,Gurudesh pandey sir remake madobadlu swamek    madi sir,Hope
1105,super rock song,Not-Hope
2319,Tickets amount 10000 adru mosa illa ... Love you  all,Not-Hope
3075,Dana alla ok,Not-Hope
3697,E kithu hogi ero Nan makallu na chapalli Alli hodi beku.... Tiktok Ban Madi olle kelsa Madi edare,Hope
5680,Super duper song ASN,Not-Hope
2478,Hands up  ರಕ್ಷಿತ್ ಶೆಟ್ಟಿ fans,Hope
5108,Super togari tippa,Not-Hope
483,Super movi nanu nodidini,Not-Hope
5289,Nan uninstall madhe,Not-Hope
2017,@Prasad Hegde super joke,Not-Hope
3434,@Arun Jaanu summne reply haki yak war madshtiya,Not-Hope
6098,@Creative Kannadiga ಹೂ ಅಣ್ಣ ನಿಮ್ಮ ವೀಡಿಯೋ ದಿನಾ ನೋಡ್ತೀನಿ ನಾನು ತುಂಬಾ ಚೆನ್ನಾಗಿ ಮಾತಾಡ್ತೀರ ನಾನು ಲಾಸ್ಟ್ ಅಲ್ಲಿ ತಮಾಷೆ ಮಾಡ್ದೆ ಅಷ್ಟೇ ಅಣ್ಣ ಹೀಗೆ ನಗಿಸುತ್ತಾ ಇರೀ ಅಣ್ಣ ಆ ದೇವರು ನಿಮಗೆ ಒಳ್ಳೇದ್ ಮಾಡ್ಲೀ.....ತುಂಬಾ ಥ್ಯಾಂಕ್ಸ್ ರಿಪ್ಲೈ ಮಾಡಿದಕ್ಕೆ ಇದರಲ್ಲೇ ಗೊತ್ತಾಗುತ್ತೆ ನೀವು ಅಭಿಮಾನಿಗಳನ್ನ ಎಷ್ಟು ಪ್ರೀತಿಸುತ್ತೀರಾ ಅಂತ,Not-Hope
7049,Super sir yentha mathu nivu sir nijavada tik tok bagge thilekondirodu,Hope
674,ಗುರುಗುಳ. ನಾನು ಚಿಕ್ಕವನು ಇದ್ದಾಗ ಟೇಪ ರಿಕಾರ್ಡರ್ ನ್ಯಾಗ ಕೇಳಿದ್ದೇ ಮತ್ತೆ ಇವಾಗ ಕೇಳಿ ಬಾಹಳ ಖುಷಿಯಾತು... ರೀ..,Hope
4774,open song edde agirlli n super music  super stepn         Bharjari gidde SongnnNalle release movie All the best  God bless you nn Dhruva Sarja Abhimanigallindan  Jaiii Anjaneya,Not-Hope
4487,Namm boss vijayaprakhas  voice super,Not-Hope
7506,Varshakke 3 thagadu movie madi industry haal mado hero galu ondh kade adrenn3 Varsha kasta pattu ondhu olle film mado namma Rakshith Shetty haagu Yash innondh kade n,Not-Hope
3422,@prithvi nayak ಅದಿಕ್ಕೆ ನಿಮ್ಮ ಲುಚ್ಚಾ ಹೆಂಡ್ತಿ ಮೇಲೆ ಅನುಮಾನ ಪಟ್ಟು ಡೈವರ್ಸ್ ಮಾಡೋಕೆ ಹೋಗಿದ್ದ ಯಾರೋ ಬುದ್ದಿ ಹೇಳಿದರೆ... ಗಂಡರ ಗಂಡ ಜಗ ಮಿಂಡ ನಿಮ್ಮ ಕಾಮಣ್ಣ... ಲುಚ್ಚಾ ಬಳೆಗಾರ,Not-Hope
1931,Agreed virat kohli looks,Not-Hope
4375,Yaru nammamatu kelalla avarige tochiddu avaru madtare,Not-Hope
6911,ಅನಿಸುತ್ತೆ ಬಂದಹಾಗಿದೆ ರಚಿಸಲು ಹೊಸ ಶಾಸನnಮೆರೆಯಲಿ ಗಗನದಿ ನಿಮ್ಮದೆ ಲಾಂಚನ,Not-Hope
6644,ಬಂದ ಬಂದ ಬಂದಾ! nಬೇಟೆಗಾರರ ಬೇಟೆಗಾರ - #ASN ಅವನೇ ಶ್ರೀಮನ್ನಾರಾಯಣ nತಲೆ ಗಿಮ್ಮ್ ಅನ್ನೋ music ಕೊಟ್ಟಿದಿಯ ದೇವ್ರು ಅಜನೀಶ್,Hope
6974,Dost excellent video good no one video,Hope
2201,Nkn ಚಿಂದಿ,Hope
4949,ರಕ್ಷಿತ್ ಶೆಟ್ಟಿಯವರು ಎರಡನೇ ಕನ್ನಡದ ಕನಸುಗಾರ,Hope
6091,kelsa maddidare anna Modiji,Not-Hope
6104,ಖಂಡಿತ ಮಾಡ್ತಿನಿ bro,Not-Hope
7028,Supper bro chenngi ugdidira.🤝🤝🤝,Not-Hope
519,Trailer Andre Eg Erbeku...,Not-Hope
7499,En bgm guru chindi,Not-Hope
6772,ಇದು ಇತಿಹಾಸ ಸೃಷ್ಟಿಸೇೂ ಅವತಾರ.......nnಅವನೇ ಶ್ರೀಮನ್ನಾರಯಣ,Hope
6018,Guru....I love you ....sakkathagi...hugithiya...maga...,Not-Hope
6949,Same feelings for me,Not-Hope
3152,ಇವರ್ನ ಚೀನಾ ಬೋರ್ಡರ್ಗೆ ಕಳಸಬೇಕು ಗೊತ್ತ ಆಗುತ್ತೆ,Not-Hope
6663,Music ನಿಂದ ಇ ಸಿನೆಮಾ 100 ದಿನ teater    ನಲ್ಲಿ ಇರತ್ತೆ,Hope
6904,Hands ups..................................... ASN🤗,Not-Hope
3764,Full happinest day bro becuse nange e bindu gowdan diloug kelodik agtirlila beligge aadre saku nanfrds ella avl status ne hakondu poison kuddiror tara saytidru anways tiktok byan agiddu tumbane olle kelsa and neevantu sakkatttag troll madtira bro nim voice bro,Hope
7322,ತುಂಬಾ ಒಳ್ಳೆಯ ಹಾಡು,Hope
2577,100%avre dislike madirodu....,Not-Hope
897,@Harshan Maddy  kannada kke  nimma importance idre kushi ne,Not-Hope
3067,100M AAgle bek ..,Not-Hope
3298,@10 R yaar fan adhru agli.. thandhido buddhi yake.. ivaga yela kfi kade nodtha idhare.. kachada galu heeg madthare.. d boss yavathu yelarnu encourage madthare,Not-Hope
5952,Gentleman Trailer Kis Ko Pasand Aya HynMujy Bohot Acha Laga Hy nAp Ko?,Hope
5561,ಬೇವರ್ಸಿ ಚೀನಾ ನನ್ನ ಮಕ್ಕಳು,Not-Hope
5375,ಮೊದಲು ನೋಡಿದಾಗ ಓಕೆ ಓಕೆ ಅನ್ನಿಸ್ತು.....nನಿಧಾನವಾಗಿ ಮನಸಿನೊಳಗೆ ಆವರಿಸುತ್ತಾ ಹೋಗುತ್ತೆ nnನಿಜ ತಾನೆ?,Hope
2849,ಕನ್ನಡ ಮೂವಿ ಗೆ ಸಪೋರ್ಟ್ ಮಾಡಿ ದಯವಿಟ್ಟು,Not-Hope
5782,Thu dabba movie sulemagand,Not-Hope
4372,ಕರ್ನಾಟಕದ ಶ್ರೀಮನ್ನಾರಾಯಣ ಬಗ್ಗೆ ತಲೆ ಕೆಡಿಸಿಕೊಳ್ಳಬೇಡಿ promotion ನ ವಿಚಾರವಾಗಿ ಇಲ್ಲಿಗೆ ನಮ್ಮ ಟ್ರೋಲ್‌ಪೇಜ್ ನವರೆ ಸಾಕು..nಕರ್ನಾಟಕದಾಚೆಗೆ ಹೆಚ್ಚಿನ ಪ್ರಮೋಷನ್‌ನ ಅವಶ್ಯಕತೆ ಇದೆ. ಪ್ರಮುಖವಾಗಿ ಉತ್ತರ ಭಾರತದಲ್ಲಿ.nಇದು ಕನ್ನಡಿಗರ ವಿನಂತಿ,Hope
4782,Idu kannadada chitra........,Hope
5160,Basavaraja Basavaraja basu,Not-Hope
1900,Is different song full Ishtar aytu movie ellaru nodri,Hope
2930,ರಂಗಿತರಂಗದ ಇತಿಹಾಸ ಮರುಕಳಿಸುವಂತಿದೆ!,Hope
4773,Super songs bro,Not-Hope
1608,Kannada always no.1 agirbeku kannada belsi ulsi esta agli esta ellade edru plz like madi dislike madbedi kannadadavre dislike madidre hege yar fan adre enu kannada belsokr,Hope
3294,@kinu0505 guru avnu darshan fan alla yash fanu,Not-Hope
3465,@s s kirik party movie ali heroine name,Not-Hope
6882,All the best for rocking star fans  song vibinna vagidhe,Hope
5998,bro lovely bro..oogiri mokakke,Not-Hope
5629,@Dayananda C sir ivaga hagalla belige call maditini heli. Prashne keltini. Political bittu . Abhirudhi bagge keltini heli.,Not-Hope
3742,sir niu ene adru tik tok alli hero herohin tara stile madtarala avarige idu kammine niu innu ivarige rost madi sir jai modi ji,Hope
6410,ಈ ಸಿನಿಮಾಗೆ ಎಲ್ಲರೂ ಪ್ರೋತ್ಸಾಹಿಸಿ... ಇಂತಹ ಅತ್ಯುತ್ತಮ ಚಿತ್ರವನ್ನ ಬೆಳೆಸಿ...,Hope
7500,Waa madiddare hige madbeku pan indian film ge,Not-Hope
2169,Ond ond film ge koti koti togotira.. ellide sir nim manaviyate.. help maadi sir evrige.. samanyadavru alla evru ashwath avr maga. Kannada industry ge hemmeya actor kanri.. punith sir neeve barbeku.. shivanna.. neevadru help maadi. Esht movie li Nim Appa ji avrge appa'n role madiddu evra appa'avr. Marebedi sir,Not-Hope
3471,Parvagilla....buzz is good in Hindi too..see BMS,Hope
5207,@TROLL MONSTER_KANNADA nim Amman kalsu thoristhini,Not-Hope
3041,E song Alli dislike mado antadu enide,Not-Hope
3154,Sakkatt agine   kyakirsi  ugdidira  sir,Hope
6465,Becaz kannada movies are not producing good movies.,Not-Hope
5830,Nice video song,Not-Hope
973,Super... I'm so happy...,Not-Hope
3727,Super Anna,Hope
6400,@Pandiya Shri idre contact madi,Not-Hope
5758,Dis like madirorige shradaanjali,Not-Hope
75,Ahh Chinese app delete madroo..... Adhru badlu India bagge ondh video adhru nodi. Yeno ondh gottagutte,Not-Hope
7031,Superagi heludri bro,Hope
1558,D boss ಅಭಿಮಾನಿಗಳಿಂದ all the best ಸೂಪರ್ ಟ್ರೈಲರ್,Not-Hope
3191,Ban tik tok,Not-Hope
1467,@Naveen R Naan sigapu manithan,Not-Hope
1620,Making is so different & good workout,Not-Hope
6735,Very good soong,Hope
6201,ಅಣ್ಣ ಸರಿಯಾಗಿ ಹೇಳ್ದೆ .. super.,Hope
4073,ಕನ್ನಡ ಚಿತ್ರರಂಗದವ್ರು ಸ್ವಲ್ಪ ಸಹಾಯ ಮಾಡಿ.,Not-Hope
4919,ಚಂದನ್ ಶೆಟ್ಟಿ ಟ್ರೊಲ್ ವಿಡಿಯೋ ನೀವು ನೋಡಿ ನೆಗಡ್ಡೆ ಇದ್ರೆ ನಾವ್ ಗ್ಯಾರಂಟಿ,Not-Hope
1993,ರಕ್ಷಿತ್ ಶೆಟ್ಟಿ ನೀವು ಸೂಪರ್,Hope
4811,sandalwood ge obba trend setter sikkidaane..n.n.n.n.n.nyaaravnu???n.n.n.n.n.n.nAvane Srimannarayana,Hope
4491,Rip for 1.8dislikers devaru nimma atmakke shanti kodli,Not-Hope
1734,Sir.. 5paisa.com adara bagge video madi... Open madodhu hege and close madodhu hege antha... Plz sir,Not-Hope
7552,Jai d boss.,Not-Hope
633,@Machi MediaSuper Sir. Nimagu Haagu Namma Sir gu Dussehra Habbada Shubhashayagalu,Hope
1425,Chiki chiki chiki chikapa nidde madidu saaku swalpa helapa!!!! WOWWWWWWWWWW mastuuuuuuu!!!!,Not-Hope
3264,ತೊಗರಿ ತಿಪ್ಪ ಸುಪರ್ ಕಾಮಿಡಿ so super thogari thippa comdey,Not-Hope
7026,Super bro ban agide valedu,Hope
915,Eh Tiktok ela Andre nimanatha troller kooda Mundhe bartirlilia,Not-Hope
1954,Love u shettre,Not-Hope
5732,Super Song Sir.,Hope
5752,chenagide anta Pade pade nodoru swalpa husharu Data khali aguthe,Not-Hope
3505,ಎಲ್ಲಾ ನಂಬಿಕೆ ಅಷ್ಟೇ..,Not-Hope
4241,Yaru yarigu illa anno sathya sangathi idu,Hope
5464,ಎಂಥೆಂಥದೋ ಡಬ್ಬಾ ಹಾಡುಗಳಿಗೆ ನೂರು-ಇನ್ನೂರು ಮಿಲಿಯನ್ ಗಟ್ಟಲೆ ವಿಕ್ಷಣೆ ಆಗ್ತಾವೆ...ಆದರೆ ಇಂಥಹ ಚೆನ್ನಾಗಿರೋ ಹಾಡಿಗೆ ಮೂರು ದಿನಗಳಾದ್ರೂ ೨ ಮಿಲಿಯನ್ ಆಗ್ತಿಲ್ಲ ಅಂದ್ರೆ...ನಮ್ ಜನ ಇಲ್ಲಿನ,Not-Hope
895,Nimdu bari ide aagoythu telegu avaru copy maadudre tm movie nodthira Kannada davru own aagi maadudru kyathe thegithira,Not-Hope
1630,ಯುದ್ದ ಮಾಡಬೇಕು ಓದಬಾರದು ಕಟುಕರ ಮುಂದೆ ಭಗವದ್ಗೀತೆ.....ಇದು ಚರಿತ್ರೆ ಸೃಷ್ಟಿಸೊ ಅವತಾರ,Hope
6992,Yes  super bro,Hope
676,ಶಂಭು ಬಳೆಗಾರ ಸರ್ ಗೆ ತುಂಬಾ ದನ್ಯವಾದಗಳು,Not-Hope
2000,Superb pakka pan India movie aguthe,Not-Hope
1862,Nejwad deushya torishi eg heliddu,Not-Hope
3721,Anna e game yavudu,Not-Hope
5801,Varshkond beda pa nidanake ne agli ee tara olle movie kotre saaku,Not-Hope
3976,RS haadugalella haagene bro,Not-Hope
4441,ಪ್ರಜಾಕೀಯ ಇದಕೆಲ್ಲ ಪರಿಹಾರ. ಹಾಗಂತ ನಾನು ಮೋದಿಯವರನ್ನ ವಿರೋಧಿಸಿ ಅಂತ ಹೇಳುತಿಲ್ಲ. ಮೊದಲಿಗೆ ಕರ್ನಾಟಕದಲ್ಲಿ ಪ್ರಜಾಕಿಯ ಸ್ಥಾಪಿಸಿ,Not-Hope
5127,Super my fevaret  thanks thaku soo mucha  ee janpadh hashy hakedhke shambhu bhalligar avarege kote kote ondhanegallu pls inodhu nuchen malaya edhe alla adhan hakepa pls,Hope
5338,Boycott tik tok,Not-Hope
3918,It looks like rangitharanga-2,Not-Hope
1381,Song full gicchi gili gili.....,Not-Hope
3245,togari tippa supar,Hope
2084,KGF 2   commentnASN      Like,Not-Hope
2959,@Akki neo ನಾನು  ಎಲ್ಲಾ  3 ಚಿತ್ರಗಳನ್ನು  ನೋಡಿದೆ. ನನಗೆ ಇಷ್ಟ ಆಯ್ತು . In fact  it     nInspired  me to think creative. ಆದ್ರೆ  ಮೂವಿ ಗೆಲ್ಲಿಸೋಕೆ  ಕೆಲವರಿಂದಾನೆ ಸಾಧ್ಯ  ಇಲ್ವಲ್ಲ,Not-Hope
6322,@funny videos  okay anna naale hogtini 🤣🤣🤣,Not-Hope
3778,Video 18 min innu video upload maadi 12 min agide complete video nodade dislike madthirallo,Not-Hope
4887,ಚಂದನ್ ಶೆಟ್ಟಿ ಟ್ರೊಲ್ ವಿಡಿಯೋ ನೀವು ನೋಡಿ ನೆಗಡ್ಡೆ ಇದ್ರೆ ನಾವ್ ಗ್ಯಾರಂಟಿ,Not-Hope
6725,Super song,Hope
7195,Rite.... Bt avara personal adu.. problems en aitu anta namge gotilla ...yake hudgi mele hig coments mododu brother??? Nam sis ge idu agidre?? Nav en madtidvi??  Aur problems avaru solve modkonda aitu naaav sumne ivele overthinking madta idivi ...,Not-Hope
5388,Idu charitre srustiso avathaara,Hope
5989,ಪಕ್ಕಾ correct ಆಗಿ ಹೇಳಿದಿರಿ  ಅಣ್ಣ,Not-Hope
1801,Sir nivu news helida hage heltiri sir,Hope
2293,@Mithun KUDLA well said bro,Not-Hope
2239,@Troll Stupid Fans dagar yaru nin Amma na,Not-Hope
4865,Kannada namma modala aadyathe aagirbeku,Hope
1877,Nija heludre heege,Not-Hope
37,Nivu heliddu ondu ondu maathu  sathyanee,Hope
637,Sir nivu bhal chennag matadtiri.all d best ...,Hope
2878,Rasmika ge urskadru sapport madi,Not-Hope
4411,ಮೋದಿ ನೋಡಿ ಕಲಿಯಬೇಕು ಬರಿ ಬಾಯಿ ಮಾತಿನಲ್ಲಿ ಹೇಳಿ ಉಪಯೋಗ ಇಲ್ಲ ಚೀನಾ ತರ ಮಾಡಿ ತೋರಿಸು ಅವರು ರಫ್ತು ಮಾಡುವ  ಜಿಡಿಪಿ ನಮ್ಮ ಇಡೀ ದೇಶದಲ್ಲಿ ಇಲ್ಲ ಮೋದಿ ನಿನಗೆ ಮತ್ತು ನಿನ್ನ ಸಂಘಿಗಳಿಗೆ ಬರಿ ಹಿಂದು ಮತ್ತು ಮುಸ್ಲಿಂ ಅಂತ ಕೋಮುವಾದ ಮಾಡಿ ನಮ್ಮ ದೇಶವನ್ನು ಪಾತಲಕೆ ನೂಕಿದೆ,Not-Hope
3864,Chindhi udayisidhya guru..... So I am happy.....,Not-Hope
1672,ತುಂಬಾ ಚೆನ್ನಾಗಿದೆ.. ಹಿನ್ನೆಲೆ ಸಂಗೀತಕ್ಕೆ ಮಾರು ಹೋದೆ...,Hope
5606,Agadre no 3 yaru,Not-Hope
4142,Super super super,Hope
2617,Eee song naa eeega nodthiroru like maadi,Not-Hope
3261,Mutturaj Melageri nkanti,Not-Hope
4927,ಚಂದನ್ ಶೆಟ್ಟಿ ಟ್ರೊಲ್ ವಿಡಿಯೋ ನೀವು ನೋಡಿ ನೆಗಡ್ಡೆ ಇದ್ರೆ ನಾವ್ ಗ್ಯಾರಂಟಿ,Not-Hope
7324,Wait madappa ...,Not-Hope
2108,ಶ್ರೀ ಶಂಕರ ಅಶ್ವಥ ಅವರ ಸ್ವಾಭಿಮಾನಿ ಜೀವನಕ್ಕೆ ನನ್ನ ನಮನಗಳು. ಅವರು ಬೆನ್ನಿನ ಆಪರೇಶನ್ ಆಗಿ ಎಡಗಾಲು ವೀಕ್ ಆಗಿದೆ ಆದರೂ ಛಲದಿಂದ ಕ್ಲಚ್ ಹಿಡಿದು ಕಾರನ್ನು ಓಡಿಸಿ ಜೀವನ ನಡೆಸುತ್ತಿದ್ದೇನೆ ಎಂದಾಗ ಕರುಳು ಚುರುಕ್ಕೆನ್ನುತ್ತೆ. ಯಾರಾದರೂ ಸಿನೆಮಾ ಸ್ಟಾರುಗಳಾಗಲೀ ಅಥವಾ ಯಾರಾದರೂ ಕೋಟ್ಯಾಧಿಪತಿಗಳಾಗಲೀ ಒಂದು ಅಟೋಮ್ಯಾಟಿಕ್ ಅಂದರೆ ಕ್ಲಚ್ ಇಲ್ಲದ  ಕಾರನ್ನು ದಾನವಾಗಿ ಕೊಟ್ಟರೆ ದೇವರು ದಾನಿಗಳಿಗೆ ಖಂಡಿತ ಒಳ್ಳೆಯದನ್ನು ಮಾಡುತ್ತಾನೆ.,Hope
